service_id,vehicle_id,service_date,service_type,technician,cost_inr,days_taken
S01648,V0278,2026-04-23,Motor Repair,S. Iyer,15100.53,1
S01649,V0298,2024-09-27,Suspension Work,D. Singh,5428.36,2
S01650,V0484,2024-11-30,Brake Repair,S. Iyer,4917.17,1
S01651,V0537,2026-05-26,Brake Repair,S. Iyer,6852.39,1
S01652,V0482,2026-03-19,Battery Check,R. Sharma,1399.78,2
S01653,V0193,2025-08-23,Oil Change,,2253.45,7
S01654,V0339,2026-07-23,Brake Repair,S. Iyer,2298.89,1
S01655,V0359,2025-10-05,Insurance Claim,M. Khan,16631.18,3
S01656,V0015,2026-07-20,Brake Repair,P. Nair,4894.44,3
S01657,V0413,2026-01-25,Tyre Replacement,M. Khan,9116.64,1
S01658,V0157,2024-12-04,Battery Check,P. Nair,1686.7,1
S01659,V0270,2026-02-08,General Service,K. Reddy,2226.07,3
S01660,V0284,2025-07-03,Body Repair,N. Gupta,11997.02,2
S01661,V0173,2026-06-24,General Service,M. Khan,1405.89,1
S01662,V0151,2025-03-22,Oil Change,D. Singh,2180.84,1
S01663,V0054,2024-09-14,Brake Repair,N. Gupta,5497.03,5
S01664,V0484,2026-07-04,AC Repair,A. Verma,2946.19,2
S01665,V0403,2025-02-19,Software Update,N. Gupta,668.39,3
S01666,V0320,2025-12-30,Battery Check,M. Khan,1639.59,1
S01667,V0285,2025-05-31,Brake Repair,,3558.02,7
S01668,V0502,2025-06-09,Tyre Replacement,,5861.12,5
S01669,V0357,2026-06-13,Brake Repair,N. Gupta,7286.59,3
S01670,V0435,2026-06-05,Oil Change,M. Khan,1644.37,5
S01671,V0384,2026-06-25,Brake Repair,R. Sharma,3673.24,2
S01672,V0453,2025-11-01,AC Repair,R. Sharma,2706.76,2
S01673,V0337,2024-12-26,Battery Check,P. Nair,1890.7,1
S01674,V0280,2025-07-06,General Service,N. Gupta,2341.43,5
S01675,V0045,2026-05-24,Oil Change,R. Sharma,1390.89,7
S01676,V0466,2026-04-02,General Service,,3656.14,1
S01677,V0040,2024-12-01,General Service,S. Iyer,3742.15,1
S01678,V0135,2026-03-06,Battery Check,A. Verma,1184.78,1
S01679,V0455,2025-02-20,Insurance Claim,D. Singh,8667.78,1
S01680,V0285,2025-06-22,Oil Change,R. Sharma,2434.73,3
S01681,V0325,2025-01-14,Brake Repair,D. Singh,3193.59,1
S01682,V0413,2025-04-01,Software Update,R. Sharma,1021.38,1
S01683,V0198,2025-03-27,Brake Repair,A. Verma,1303.95,1
S01684,V0455,2026-06-30,Oil Change,,2362.34,5
S01685,V0178,2025-07-25,Insurance Claim,R. Sharma,14402.25,2
S01686,V0281,2025-01-03,Suspension Work,D. Singh,8790.37,7
S01687,V0089,2026-03-16,Body Repair,A. Verma,12059.95,1
S01688,V0093,2026-04-23,Brake Repair,S. Iyer,2797.71,3
S01689,V0021,2024-10-31,Brake Repair,M. Khan,3601.66,3
S01690,V0472,2025-09-10,Battery Check,M. Khan,1860.32,2
S01691,V0196,2026-01-11,Software Update,P. Nair,829.65,1
S01692,V0286,2025-08-25,Brake Repair,K. Reddy,5059.09,2
S01693,V0193,2026-01-04,Tyre Replacement,S. Iyer,10150.53,2
S01694,V0266,2025-05-10,Software Update,D. Singh,362.01,3
S01695,V0358,2025-05-07,Insurance Claim,S. Iyer,39150.61,1
S01696,V0395,2025-07-29,Brake Repair,M. Khan,4353.4,5
S01697,V0356,2026-07-25,Insurance Claim,P. Nair,17135.64,2
S01698,V0351,2025-07-25,Suspension Work,P. Nair,3740.73,1
S01699,V0526,2026-06-20,Software Update,P. Nair,747.05,1
S01700,V0119,2024-09-10,Suspension Work,S. Iyer,9258.04,7
S01701,V0144,2026-03-05,Motor Repair,D. Singh,14330.37,5
S01702,V0035,2024-10-25,AC Repair,D. Singh,5351.16,1
S01703,V0163,2024-12-02,Software Update,D. Singh,393.67,1
S01704,V0192,2026-06-15,AC Repair,N. Gupta,3485.19,1
S01705,V0023,2026-03-20,Motor Repair,N. Gupta,8424.93,5
S01706,V0409,2025-10-20,Motor Repair,P. Nair,16909.07,3
S01707,V0346,2025-05-21,Motor Repair,P. Nair,19656.16,1
S01708,V0240,2025-11-18,Brake Repair,P. Nair,3581.48,5
S01709,V0030,2026-06-10,Brake Repair,P. Nair,371.81,2
S01710,V0143,2026-05-25,Brake Repair,R. Sharma,4492.45,1
S01711,V0317,2024-09-30,Brake Repair,N. Gupta,4842.01,5
S01712,V0170,2026-05-01,Oil Change,M. Khan,2054.71,1
S01713,V0309,2024-11-22,Oil Change,M. Khan,2578.54,5
S01714,V0093,2025-12-24,General Service,D. Singh,1562.83,1
S01715,V0489,2025-07-26,Software Update,,990.46,5
S01716,V0218,2026-03-02,Motor Repair,N. Gupta,21260.66,2
S01717,V0099,2025-09-04,Software Update,K. Reddy,302.0,3
S01718,V0290,2026-04-27,Insurance Claim,K. Reddy,27796.95,5
S01719,V0547,2024-10-22,Battery Check,M. Khan,1235.31,1
S01720,V0241,2025-03-07,AC Repair,,3400.13,1
S01721,V0408,2026-08-12,Battery Check,S. Iyer,1682.53,7
S01722,V0193,2024-11-08,Software Update,A. Verma,663.58,3
S01723,V0394,2025-10-30,Oil Change,P. Nair,1374.3,2
S01724,V0397,2026-04-14,Insurance Claim,R. Sharma,25298.83,2
S01725,V0432,2025-10-09,General Service,,1548.66,1
S01726,V0477,2026-01-08,Battery Check,A. Verma,929.94,5
S01727,V0013,2026-05-15,Brake Repair,,5198.68,5
S01728,V0466,2024-11-18,General Service,K. Reddy,1494.81,5
S01729,V0056,2025-10-23,Tyre Replacement,A. Verma,7399.26,7
S01730,V0515,2025-08-30,AC Repair,D. Singh,4066.67,3
S01731,V0115,2026-01-28,Brake Repair,,1663.06,5
S01732,V0082,2026-01-16,General Service,P. Nair,1907.13,2
S01733,V0528,2025-09-03,Body Repair,N. Gupta,17015.26,5
S01734,V0050,2025-10-06,Battery Check,N. Gupta,984.89,7
S01735,V0376,2026-07-30,General Service,D. Singh,2093.65,2
S01736,V0436,2024-11-29,AC Repair,R. Sharma,4066.02,2
S01737,V0184,2026-06-07,Tyre Replacement,R. Sharma,7645.12,7
S01738,V0333,2025-12-02,Tyre Replacement,A. Verma,5471.77,3
S01739,V0038,2024-12-13,Suspension Work,M. Khan,5536.1,1
S01740,V0087,2025-11-24,Software Update,N. Gupta,1198.26,5
S01741,V0282,2026-01-29,AC Repair,M. Khan,5630.15,7
S01742,V0042,2026-07-07,Battery Check,R. Sharma,2013.9,1
S01743,V0104,2026-04-02,Software Update,A. Verma,823.89,3
S01744,V0310,2025-11-20,Software Update,S. Iyer,573.69,2
S01745,V0082,2025-01-15,Software Update,M. Khan,567.48,2
S01746,V0311,2024-10-10,Body Repair,M. Khan,14194.56,1
S01747,V0384,,Body Repair,K. Reddy,13757.27,2
S01748,V0191,2026-05-27,Tyre Replacement,R. Sharma,8943.36,5
S01749,V0186,2025-09-05,Oil Change,K. Reddy,2209.78,2
S01750,V0020,2025-02-18,Software Update,P. Nair,379.14,2
S01751,V0474,,Body Repair,D. Singh,16418.18,1
S01752,V0227,2024-09-09,Brake Repair,M. Khan,2732.85,1
S01753,V0295,2025-08-26,Body Repair,K. Reddy,10387.32,3
S01754,V0399,2025-06-03,Motor Repair,R. Sharma,16313.55,3
S01755,V0349,2026-06-29,AC Repair,N. Gupta,5944.69,1
S01756,V0474,2025-03-29,Software Update,K. Reddy,1670.78,2
S01757,V0413,2025-08-10,General Service,A. Verma,3030.88,7
S01758,V0354,2025-01-03,Motor Repair,P. Nair,14038.22,2
S01759,V0323,,Motor Repair,R. Sharma,17806.15,1
S01760,V0171,2026-05-03,Body Repair,K. Reddy,15728.15,5
S01761,V0024,2025-02-28,Tyre Replacement,N. Gupta,5326.6,2
S01762,V0385,2025-11-12,Battery Check,A. Verma,2442.49,5
S01763,V0224,2025-07-09,Oil Change,P. Nair,1944.94,1
S01764,V0163,2025-12-16,Software Update,D. Singh,939.37,2
S01765,V0429,2024-11-20,Motor Repair,A. Verma,18496.1,3
S01766,V0515,2024-12-06,Suspension Work,M. Khan,8032.89,5
S01767,V0507,2024-09-06,Brake Repair,S. Iyer,5433.24,1
S01768,V0410,2024-12-03,Brake Repair,N. Gupta,3292.64,1
S01769,V0101,2026-02-17,Software Update,K. Reddy,643.68,5
S01770,V0421,2025-02-13,Oil Change,M. Khan,1106.9,1
S01771,V0516,2025-08-30,Battery Check,K. Reddy,1730.74,1
S01772,V0333,2026-01-15,General Service,N. Gupta,3181.57,1
S01773,V0380,2025-01-15,General Service,K. Reddy,2900.55,2
S01774,V0166,2025-08-08,Motor Repair,M. Khan,23791.09,1
S01775,V0484,2025-03-21,Oil Change,P. Nair,1796.47,1
S01776,V0032,2024-11-03,Oil Change,N. Gupta,2221.31,2
S01777,V0455,2025-10-26,Oil Change,N. Gupta,1112.23,1
S01778,V0340,2025-05-17,Battery Check,R. Sharma,1296.77,1
S01779,V0417,2025-03-11,Suspension Work,K. Reddy,8704.07,1
S01780,V0428,2025-05-31,Tyre Replacement,,7783.11,1
S01781,V0547,2026-03-29,General Service,R. Sharma,2242.78,2
S01782,V0408,2025-07-27,General Service,,2437.35,7
S01783,V0439,2026-04-08,Motor Repair,A. Verma,7031.16,1
S01784,V0376,2024-12-08,Software Update,S. Iyer,700.03,2
S01785,V0495,,Brake Repair,A. Verma,5508.86,7
S01786,V0504,2024-11-17,Oil Change,D. Singh,2162.38,2
S01787,V0456,2025-06-02,AC Repair,P. Nair,4113.32,2
S01788,V0037,2025-10-20,Brake Repair,R. Sharma,4273.17,2
S01789,V0380,2024-09-15,Motor Repair,P. Nair,15037.08,1
S01790,V0313,2025-12-10,Motor Repair,P. Nair,11533.31,1
S01791,V0132,2025-12-15,Brake Repair,K. Reddy,5227.28,2
S01792,V0234,2025-07-12,General Service,P. Nair,2868.35,1
S01793,V0013,2026-06-16,Tyre Replacement,,7033.24,5
S01794,V0489,2025-05-08,Body Repair,D. Singh,9790.65,1
S01795,V0514,2024-12-01,AC Repair,K. Reddy,862.15,7
S01796,V0174,2026-05-29,Suspension Work,N. Gupta,9688.02,5
S01797,V0015,2025-07-23,Insurance Claim,D. Singh,20810.17,2
S01798,V0317,2024-08-28,Brake Repair,A. Verma,2931.72,2
S01799,V0366,2024-12-15,Motor Repair,R. Sharma,18640.76,2
S01800,V0208,2025-08-22,AC Repair,K. Reddy,3019.78,1
S01801,V0338,2026-05-13,General Service,,3427.44,1
S01802,V0058,2025-01-23,Motor Repair,M. Khan,18239.28,2
S01803,V0263,2026-06-12,Brake Repair,M. Khan,5204.85,2
S01804,V0468,,General Service,P. Nair,1304.79,2
S01805,V0094,2025-09-01,Oil Change,A. Verma,2563.52,1
S01806,V0536,2024-12-27,Software Update,M. Khan,873.15,7
S01807,V0476,2024-12-10,Battery Check,R. Sharma,1306.13,3
S01808,V0075,2025-12-14,Oil Change,N. Gupta,1890.33,1
S01809,V0488,2025-10-07,General Service,M. Khan,945.79,7
S01810,V0308,2025-07-23,Software Update,A. Verma,914.42,7
S01811,V0200,2026-05-11,Body Repair,N. Gupta,7676.64,1
S01812,V0258,2024-12-02,Software Update,N. Gupta,421.25,1
S01813,V0337,2026-03-18,Suspension Work,P. Nair,3270.22,2
S01814,V0271,2025-12-16,Motor Repair,,20841.61,2
S01815,V0451,2026-06-28,Battery Check,S. Iyer,1169.64,7
S01816,V0007,2024-10-10,AC Repair,,5378.82,7
S01817,V0508,2026-04-27,Software Update,P. Nair,649.98,1
S01818,V0454,2025-08-10,AC Repair,,1408.49,1
S01819,V0199,2026-07-26,Battery Check,M. Khan,913.82,2
S01820,V0514,2025-11-07,Tyre Replacement,,8595.2,7
S01821,V0106,2024-12-31,Insurance Claim,M. Khan,23635.89,1
S01822,V0332,2026-01-21,Brake Repair,S. Iyer,3394.02,1
S01823,V0161,2025-08-27,AC Repair,N. Gupta,3696.02,5
S01824,V0276,2025-12-16,Oil Change,N. Gupta,2116.12,2
S01825,V0380,2025-02-27,Motor Repair,D. Singh,20866.34,7
S01826,V0316,2026-01-14,Software Update,K. Reddy,1205.58,1
S01827,V0414,2025-10-26,General Service,D. Singh,2185.2,1
S01828,V0468,2025-10-20,General Service,M. Khan,1339.71,2
S01829,V0263,2025-10-23,Tyre Replacement,R. Sharma,5131.72,3
S01830,V0438,2026-04-20,Software Update,,872.88,2
S01831,V0221,2024-10-10,Body Repair,P. Nair,7952.21,1
S01832,V0077,2024-09-12,Software Update,N. Gupta,532.0,1
S01833,V0400,2026-02-08,Software Update,R. Sharma,896.26,1
S01834,V0058,2025-02-07,Insurance Claim,,24574.29,3
S01835,V0449,2025-12-21,Oil Change,A. Verma,1820.66,3
S01836,V0424,2025-08-22,Brake Repair,P. Nair,3085.01,2
S01837,V0091,2025-12-31,General Service,,2298.4,2
S01838,V0544,2025-04-15,Tyre Replacement,S. Iyer,4059.11,1
S01839,V0322,2025-02-07,AC Repair,N. Gupta,4590.49,2
S01840,V0189,2026-03-09,AC Repair,N. Gupta,4768.18,3
S01841,V0342,2026-06-23,Oil Change,P. Nair,636.9,2
S01842,V0024,2026-03-26,Brake Repair,K. Reddy,2833.62,5
S01843,V0499,2024-11-07,General Service,R. Sharma,1190.54,3
S01844,V0017,2026-05-27,Body Repair,R. Sharma,9269.9,3
S01845,V0504,2026-02-05,Tyre Replacement,A. Verma,5824.78,1
S01846,V0095,2025-05-29,Suspension Work,,3448.37,1
S01847,V0526,2026-08-03,Battery Check,N. Gupta,1016.02,2
S01848,V0075,2026-06-27,Insurance Claim,P. Nair,16215.37,7
S01849,V0463,2024-10-06,Brake Repair,A. Verma,4504.68,1
S01850,V0348,2025-02-21,Motor Repair,K. Reddy,15364.06,1
S01851,V0412,2024-09-18,Software Update,R. Sharma,597.91,1
S01852,V0231,2026-02-21,AC Repair,P. Nair,3716.61,2
S01853,V0335,2025-07-10,Suspension Work,M. Khan,5660.63,3
S01854,V0157,2025-05-22,Oil Change,M. Khan,1628.86,2
S01855,V0186,2025-11-26,General Service,R. Sharma,3964.27,1
S01856,V0357,2024-09-12,Battery Check,D. Singh,2203.74,2
S01857,V0214,2024-12-27,Oil Change,K. Reddy,981.26,2
S01858,V0239,2024-11-08,Oil Change,R. Sharma,2322.73,1
S01859,V0451,2025-07-16,Battery Check,K. Reddy,-1.0,1
S01860,V0455,2024-11-27,Oil Change,N. Gupta,1076.59,7
S01861,V0409,2025-11-30,Brake Repair,A. Verma,5403.6,1
S01862,V0180,2025-10-02,Suspension Work,,10767.93,1
S01863,V0167,2025-01-12,Software Update,D. Singh,485.69,3
S01864,V0426,2025-08-15,Battery Check,,1018.31,3
S01865,V0490,2025-12-31,Tyre Replacement,N. Gupta,8137.09,1
S01866,V0008,2025-02-02,Software Update,K. Reddy,876.02,1
S01867,V0364,2026-02-15,AC Repair,A. Verma,4175.56,5
S01868,V0308,2025-07-05,Oil Change,A. Verma,2014.57,5
S01869,V0483,2025-09-12,General Service,P. Nair,2841.86,3
S01870,V0047,2026-03-22,Brake Repair,S. Iyer,2250.09,1
S01871,V0132,2024-10-23,General Service,N. Gupta,3416.4,1
S01872,V0063,2024-09-08,Body Repair,P. Nair,16912.28,3
S01873,V0425,2026-07-24,Brake Repair,S. Iyer,3862.8,1
S01874,V0186,2024-10-31,AC Repair,A. Verma,3446.74,1
S01875,V0031,2024-09-15,Brake Repair,D. Singh,1949.27,2
S01876,V0329,2024-12-02,General Service,D. Singh,2949.97,1
S01877,V0482,2024-08-25,General Service,S. Iyer,3000.55,5
S01878,V0048,,Software Update,S. Iyer,782.59,1
S01879,V0016,2025-10-11,AC Repair,A. Verma,4877.33,5
S01880,V0068,2026-05-15,Battery Check,N. Gupta,1324.61,5
S01881,V0550,2025-04-28,Battery Check,P. Nair,1796.42,7
S01882,V0481,2026-01-02,General Service,,1607.79,3
S01883,V0099,2026-07-23,Motor Repair,M. Khan,14876.35,1
S01884,V0225,2026-02-05,Oil Change,M. Khan,1690.16,1
S01885,V0098,2025-09-12,Battery Check,M. Khan,1618.29,2
S01886,V0257,2025-01-07,Brake Repair,P. Nair,3656.8,3
S01887,V0474,2025-01-20,Insurance Claim,,23849.61,2
S01888,V0135,2026-04-18,AC Repair,S. Iyer,4511.91,1
S01889,V0395,2025-08-23,Software Update,S. Iyer,677.71,1
S01890,V0147,2025-05-09,Software Update,S. Iyer,350.16,5
S01891,V0331,2026-06-10,General Service,N. Gupta,4030.89,3
S01892,V0193,2026-05-07,Insurance Claim,K. Reddy,37087.72,7
S01893,V0220,,Motor Repair,,8215.62,7
S01894,V0121,2025-07-08,Tyre Replacement,,7448.39,3
S01895,V0346,2025-11-22,Software Update,,659.17,7
S01896,V0099,2026-05-22,Insurance Claim,,27305.51,2
S01897,V0065,2025-10-12,AC Repair,R. Sharma,3860.42,1
S01898,V0097,2024-11-22,Oil Change,A. Verma,1652.32,1
S01899,V0303,2025-09-04,Brake Repair,P. Nair,3047.86,7
S01900,V0447,2024-11-03,Suspension Work,A. Verma,5308.17,1
S01901,V0408,2025-08-21,General Service,M. Khan,1698.33,1
S01902,V0204,2024-09-28,AC Repair,S. Iyer,2481.02,1
S01903,V0546,2025-09-21,AC Repair,,3417.71,1
S01904,V0384,2024-09-07,Software Update,M. Khan,599.59,1
S01905,V0435,2026-04-14,Brake Repair,P. Nair,5202.62,5
S01906,V0535,2025-03-21,Software Update,N. Gupta,1216.43,3
S01907,V0140,2026-04-19,Brake Repair,,-1.0,2
S01908,V0214,2025-06-03,Body Repair,A. Verma,13005.5,1
S01909,V0421,2025-05-10,Oil Change,M. Khan,2114.8,5
S01910,V0164,2026-05-21,Insurance Claim,M. Khan,29130.02,2
S01911,V0359,2024-12-15,Brake Repair,S. Iyer,4311.65,5
S01912,V0127,2025-03-20,Body Repair,S. Iyer,15119.27,2
S01913,V0455,2025-09-16,Brake Repair,D. Singh,4908.91,1
S01914,V0121,2025-02-14,Battery Check,N. Gupta,850.23,2
S01915,V0449,2025-09-04,Tyre Replacement,,7825.23,7
S01916,V0158,2025-11-11,Battery Check,D. Singh,1965.83,2
S01917,V0042,2025-04-07,Software Update,P. Nair,586.28,1
S01918,V0478,2025-11-17,Software Update,N. Gupta,810.62,2
S01919,V0231,2025-09-25,Motor Repair,M. Khan,18587.48,7
S01920,V0443,2026-06-04,Oil Change,P. Nair,1668.13,2
S01921,V0258,,Insurance Claim,K. Reddy,34388.56,2
S01922,V0366,2026-07-07,Software Update,M. Khan,1461.88,7
S01923,V0227,2026-08-11,Body Repair,P. Nair,8698.86,1
S01924,V0500,2025-12-12,Suspension Work,K. Reddy,3616.44,5
S01925,V0044,2024-09-14,Battery Check,A. Verma,1659.5,1
S01926,V0245,2025-06-26,AC Repair,K. Reddy,4383.91,5
S01927,V0041,2025-01-15,AC Repair,N. Gupta,3217.19,7
S01928,V0536,,General Service,K. Reddy,3771.6,1
S01929,V0222,2024-10-04,Motor Repair,A. Verma,7972.32,2
S01930,V0423,2025-01-18,General Service,P. Nair,3106.3,3
S01931,V0353,2026-04-11,AC Repair,M. Khan,2757.82,2
S01932,V0457,2025-04-19,General Service,P. Nair,4004.46,1
S01933,V0215,2026-02-26,Suspension Work,,11881.66,3
S01934,V0411,2026-06-19,AC Repair,S. Iyer,2560.85,7
S01935,V0092,2024-10-06,Software Update,D. Singh,646.12,2
S01936,V0104,2025-08-17,Battery Check,D. Singh,1951.28,7
S01937,V0191,2026-04-02,General Service,N. Gupta,2161.26,3
S01938,V0346,2025-10-08,Motor Repair,S. Iyer,14761.59,1
S01939,V0331,2025-11-10,Motor Repair,,15133.29,2
S01940,V0183,2026-04-24,Software Update,A. Verma,300.0,2
S01941,V0096,2026-04-04,Battery Check,K. Reddy,1492.74,2
S01942,V0150,2025-05-01,AC Repair,K. Reddy,2655.08,1
S01943,V0395,2024-10-12,Battery Check,P. Nair,1241.11,1
S01944,V0332,2025-06-22,Oil Change,R. Sharma,2709.49,2
S01945,V0159,2026-02-13,Insurance Claim,R. Sharma,14005.56,7
S01946,V0230,2026-07-02,Oil Change,N. Gupta,2312.32,2
S01947,V0149,2026-06-01,Battery Check,N. Gupta,1353.54,7
S01948,V0425,2025-08-06,Suspension Work,M. Khan,6314.59,5
S01949,V0191,2024-11-24,Suspension Work,K. Reddy,8936.41,2
S01950,V0373,,Tyre Replacement,D. Singh,6714.11,2
S01951,V0328,2024-11-06,Software Update,D. Singh,959.77,2
S01952,V0132,2025-08-20,Battery Check,,-1.0,7
S01953,V0549,2025-02-02,Software Update,D. Singh,707.23,2
S01954,V0477,2025-05-05,Tyre Replacement,R. Sharma,4714.3,7
S01955,V0449,2025-08-06,Motor Repair,A. Verma,9302.96,1
S01956,V0023,2026-03-16,Suspension Work,R. Sharma,4977.74,3
S01957,V0489,2026-05-24,Motor Repair,A. Verma,30482.75,2
S01958,V0259,2025-02-04,General Service,N. Gupta,3589.09,5
S01959,V0137,2026-07-03,Brake Repair,P. Nair,2213.92,2
S01960,V0339,2024-09-10,Oil Change,,966.85,5
S01961,V0148,2026-03-16,Suspension Work,D. Singh,8180.57,1
S01962,V0055,2025-01-12,AC Repair,A. Verma,4170.4,1
S01963,V0543,2025-11-09,Software Update,M. Khan,953.69,2
S01964,V0184,2025-05-26,Brake Repair,A. Verma,3825.21,3
S01965,V0092,2026-01-03,Battery Check,K. Reddy,1434.14,5
S01966,V0391,2024-09-04,Brake Repair,S. Iyer,4681.98,1
S01967,V0319,2025-08-09,Brake Repair,P. Nair,4326.26,7
S01968,V0093,2025-05-31,Oil Change,M. Khan,401.84,3
S01969,V0084,2025-05-24,AC Repair,A. Verma,3218.5,2
S01970,V0021,2024-11-21,General Service,R. Sharma,1755.02,3
S01971,V0098,2026-01-16,Battery Check,R. Sharma,1591.99,3
S01972,V0394,2025-09-27,General Service,D. Singh,5112.1,1
S01973,V0177,2024-11-14,Oil Change,N. Gupta,2031.51,1
S01974,V0549,2024-11-16,Oil Change,A. Verma,1602.48,1
S01975,V0384,2025-11-15,Software Update,S. Iyer,1058.1,1
S01976,V0456,2026-06-13,General Service,,2922.35,1
S01977,V0320,2025-05-06,Software Update,,917.63,1
S01978,V0103,2025-04-29,Software Update,D. Singh,969.92,7
S01979,V0399,2026-06-24,Motor Repair,,25796.85,1
S01980,V0347,2025-02-12,Software Update,N. Gupta,483.35,2
S01981,V0414,2024-10-28,Software Update,A. Verma,932.62,1
S01982,V0329,2024-08-29,Suspension Work,,4730.37,5
S01983,V0206,2025-06-19,Software Update,M. Khan,955.54,2
S01984,V0437,2026-02-23,Software Update,A. Verma,542.77,7
S01985,V0025,2026-04-04,Software Update,K. Reddy,683.14,2
S01986,V0510,2025-09-17,Tyre Replacement,R. Sharma,5380.31,1
S01987,V0193,2024-09-24,Software Update,D. Singh,1073.23,1
S01988,V0548,2026-03-31,Brake Repair,K. Reddy,5550.13,2
S01989,V0361,2026-05-22,Software Update,,451.2,1
S01990,V0521,,AC Repair,R. Sharma,3567.29,2
S01991,V0102,2024-10-02,Motor Repair,M. Khan,11274.71,3
S01992,V0075,2024-10-02,Oil Change,R. Sharma,1007.14,1
S01993,V0391,2025-07-08,Oil Change,A. Verma,1663.28,2
S01994,V0005,2025-03-16,Oil Change,D. Singh,1605.66,1
S01995,V0400,2025-04-08,Software Update,R. Sharma,1479.48,1
S01996,V0146,2025-11-05,General Service,P. Nair,2878.84,5
S01997,V0318,2026-06-03,Oil Change,P. Nair,932.1,5
S01998,V0011,2026-08-21,Software Update,K. Reddy,641.86,2
S01999,V0195,2024-11-24,Oil Change,K. Reddy,2443.47,1
S02000,V0460,2025-06-08,Brake Repair,M. Khan,7270.01,1
S02001,V0118,2025-12-15,Software Update,A. Verma,355.92,1
S02002,V0550,2025-12-14,Motor Repair,K. Reddy,5130.4,2
S02003,V0550,,Motor Repair,A. Verma,24822.57,1
S02004,V0405,2026-07-08,Oil Change,,2045.46,7
S02005,V0206,2025-01-19,Brake Repair,R. Sharma,2923.61,7
S02006,V0491,2026-01-19,Oil Change,K. Reddy,2136.82,1
S02007,V0086,2026-04-08,General Service,D. Singh,300.0,7
S02008,V0147,2026-06-09,Motor Repair,R. Sharma,15017.72,2
S02009,V0216,2026-05-11,Battery Check,S. Iyer,1672.11,3
S02010,V0257,2025-07-12,Brake Repair,M. Khan,5558.68,1
S02011,V0401,2025-03-31,Brake Repair,,2709.57,1
S02012,V0231,2025-05-17,Brake Repair,D. Singh,4325.96,7
S02013,V0026,2025-09-29,Software Update,,540.88,2
S02014,V0165,2026-05-19,Brake Repair,D. Singh,4575.41,1
S02015,V0115,2025-02-16,General Service,,1716.57,1
S02016,V0174,2026-06-05,AC Repair,S. Iyer,3000.08,1
S02017,V0240,2025-04-12,General Service,R. Sharma,1628.66,5
S02018,V0123,2025-09-21,Oil Change,R. Sharma,2210.22,1
S02019,V0021,2024-11-06,Insurance Claim,N. Gupta,32511.45,5
S02020,V0290,2025-05-02,Insurance Claim,N. Gupta,22947.07,2
S02021,V0503,2025-06-18,Software Update,N. Gupta,810.71,1
S02022,V0466,2026-07-17,Suspension Work,M. Khan,3450.95,1
S02023,V0294,2025-08-12,Insurance Claim,K. Reddy,22377.83,2
S02024,V0165,2024-10-18,AC Repair,K. Reddy,3438.5,2
S02025,V0148,2026-06-19,General Service,,4793.19,2
S02026,V0412,2026-04-29,Brake Repair,D. Singh,2565.41,2
S02027,V0416,2025-09-06,Software Update,N. Gupta,1209.97,7
S02028,V0455,2025-04-01,Software Update,D. Singh,1079.12,3
S02029,V0409,2025-09-30,Brake Repair,M. Khan,4612.54,2
S02030,V0223,2024-11-19,Oil Change,D. Singh,2907.93,7
S02031,V0419,2026-02-02,AC Repair,M. Khan,3955.83,5
S02032,V0145,2026-03-20,Software Update,P. Nair,908.96,5
S02033,V0053,2024-09-17,General Service,S. Iyer,2453.52,5
S02034,V0530,2025-02-09,Brake Repair,R. Sharma,5998.65,2
S02035,V0396,2025-07-09,Body Repair,P. Nair,16605.17,1
S02036,V0412,2026-03-03,Body Repair,M. Khan,9372.16,1
S02037,V0422,2026-07-19,AC Repair,S. Iyer,1883.92,7
S02038,V0324,2024-09-06,Body Repair,,11147.48,1
S02039,V0100,2026-04-25,Oil Change,R. Sharma,1295.98,3
S02040,V0093,2025-03-07,AC Repair,D. Singh,3422.18,2
S02041,V0155,2025-10-26,Battery Check,D. Singh,2149.66,3
S02042,V0458,2025-03-29,Motor Repair,S. Iyer,12599.17,2
S02043,V0311,2026-07-28,Battery Check,S. Iyer,1477.52,1
S02044,V0168,2024-10-04,General Service,K. Reddy,2550.77,1
S02045,V0481,2026-05-08,Tyre Replacement,M. Khan,7781.7,1
S02046,V0151,2025-05-29,Oil Change,S. Iyer,384.46,5
S02047,V0485,,Software Update,R. Sharma,630.12,3
S02048,V0452,2025-05-28,Body Repair,N. Gupta,12887.39,1
S02049,V0504,2025-07-12,Insurance Claim,D. Singh,35500.69,1
S02050,V0379,2025-02-02,Motor Repair,K. Reddy,12417.51,1
S02051,V0114,2025-05-26,General Service,D. Singh,858.02,2
S02052,V0086,2025-12-17,AC Repair,N. Gupta,4259.15,1
S02053,V0428,,Motor Repair,M. Khan,11664.35,2
S02054,V0533,2025-12-17,General Service,S. Iyer,1459.04,1
S02055,V0245,2024-09-13,Brake Repair,D. Singh,3282.21,1
S02056,V0280,2026-03-02,Insurance Claim,A. Verma,23385.4,3
S02057,V0033,2026-07-08,Brake Repair,R. Sharma,3311.03,1
S02058,V0310,2026-06-18,Brake Repair,K. Reddy,957.82,5
S02059,V0037,2026-02-24,Brake Repair,D. Singh,5518.69,3
S02060,V0525,2025-04-24,Software Update,D. Singh,1156.97,1
S02061,V0355,2026-04-19,Tyre Replacement,N. Gupta,7368.2,2
S02062,V0274,2025-03-01,Battery Check,A. Verma,902.72,3
